firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
Rutherford,Hayes,20,16,0,3,269,2015-04-15,Montgomery Music,31,San Bernardino Stalkers,24
James,Madison,10,5,0,0,55,2015-04-15,Montgomery Music,31,San Bernardino Stalkers,24
Rutherford,Hayes,31,22,0,4,336,2015-04-22,Montgomery Music,38,Tacoma Touchdown-Scorers,14
Rutherford,Hayes,20,16,0,3,270,2015-04-29,Montgomery Music,31,Glendale Centers,41
James,Madison,5,3,0,0,42,2015-04-29,Montgomery Music,31,Glendale Centers,41
Rutherford,Hayes,18,14,0,3,217,2015-05-06,Montgomery Music,23,Des Moines Desperadoes,6
James,Madison,10,5,0,0,72,2015-05-06,Montgomery Music,23,Des Moines Desperadoes,6
Rutherford,Hayes,33,29,0,7,510,2015-05-13,Montgomery Music,60,Augusta Autocrats,20
Rutherford,Hayes,36,28,0,5,399,2015-05-20,Montgomery Music,41,Grand Rapids Gamers,27
Rutherford,Hayes,29,24,0,6,382,2015-05-27,Montgomery Music,51,Huntington Beach Harriers,23
Rutherford,Hayes,24,19,0,4,275,2015-06-03,Montgomery Music,32,Mobile Misfits,34
Rutherford,Hayes,26,19,0,4,282,2015-06-10,Montgomery Music,38,Boise Bearcats,31
Rutherford,Hayes,33,24,0,5,372,2015-06-17,Montgomery Music,40,Modesto Misanthropes,27
Rutherford,Hayes,37,25,0,6,405,2015-06-24,Montgomery Music,53,Fremont Firebugs,27
Sam,Grant,36,9,1,0,39,2015-03-18,Spokane Stallions,12,Richmond Roustabouts,38
Sam,Grant,25,7,1,1,31,2015-03-25,Spokane Stallions,11,Yonkers Yellowjackets,41
Sam,Grant,24,7,1,1,32,2015-04-01,Spokane Stallions,31,Shreveport Seamen,34
Ben,Harrison,11,7,0,2,122,2015-04-01,Spokane Stallions,31,Shreveport Seamen,34
Sam,Grant,32,7,1,1,35,2015-04-08,Spokane Stallions,9,San Bernardino Stalkers,20
Sam,Grant,31,11,1,0,49,2015-04-15,Spokane Stallions,10,Tacoma Touchdown-Scorers,20
Sam,Grant,38,12,1,1,48,2015-04-22,Spokane Stallions,10,Glendale Centers,24
Sam,Grant,30,10,1,1,37,2015-04-29,Spokane Stallions,14,Des Moines Desperadoes,28
Sam,Grant,39,12,1,1,55,2015-05-06,Spokane Stallions,9,Augusta Autocrats,44
Sam,Grant,23,6,1,1,27,2015-05-13,Spokane Stallions,21,Grand Rapids Gamers,14
Ben,Harrison,12,9,0,2,147,2015-05-13,Spokane Stallions,21,Grand Rapids Gamers,14
Sam,Grant,25,8,1,0,37,2015-05-20,Spokane Stallions,9,Huntington Beach Harriers,7
Ben,Harrison,5,3,0,1,59,2015-05-20,Spokane Stallions,9,Huntington Beach Harriers,7
Sam,Grant,37,11,1,1,44,2015-05-27,Spokane Stallions,8,Mobile Misfits,44
Sam,Grant,27,9,1,1,44,2015-06-03,Spokane Stallions,14,Boise Bearcats,20
Ben,Harrison,7,5,0,1,99,2015-06-03,Spokane Stallions,14,Boise Bearcats,20
Sam,Grant,33,9,1,1,36,2015-06-10,Spokane Stallions,16,Modesto Misanthropes,17
Ben,Harrison,5,4,0,1,75,2015-06-10,Spokane Stallions,16,Modesto Misanthropes,17
Sam,Grant,30,10,1,0,51,2015-06-17,Spokane Stallions,10,Fremont Firebugs,14
Sam,Grant,29,5,1,0,21,2015-06-24,Spokane Stallions,2,Montgomery Music,27
James,Garfield,19,7,1,1,49,2015-03-18,Richmond Roustabouts,15,Yonkers Yellowjackets,27
Frank,Pierce,9,6,0,1,90,2015-03-18,Richmond Roustabouts,15,Yonkers Yellowjackets,27
James,Garfield,24,8,1,0,46,2015-03-25,Richmond Roustabouts,22,Shreveport Seamen,10
Frank,Pierce,10,8,0,2,141,2015-03-25,Richmond Roustabouts,22,Shreveport Seamen,10
James,Garfield,33,14,1,0,109,2015-04-01,Richmond Roustabouts,9,San Bernardino Stalkers,9
James,Garfield,33,9,1,0,54,2015-04-08,Richmond Roustabouts,9,Tacoma Touchdown-Scorers,24
James,Garfield,30,10,1,0,58,2015-04-15,Richmond Roustabouts,7,Glendale Centers,38
James,Garfield,34,12,1,0,69,2015-04-22,Richmond Roustabouts,0,Des Moines Desperadoes,16
James,Garfield,35,14,1,1,90,2015-04-29,Richmond Roustabouts,17,Augusta Autocrats,9
James,Garfield,25,8,1,0,47,2015-05-06,Richmond Roustabouts,14,Grand Rapids Gamers,9
Frank,Pierce,13,9,0,1,144,2015-05-06,Richmond Roustabouts,14,Grand Rapids Gamers,9
James,Garfield,26,10,1,0,72,2015-05-13,Richmond Roustabouts,9,Huntington Beach Harriers,38
James,Garfield,22,6,1,1,34,2015-05-20,Richmond Roustabouts,32,Mobile Misfits,30
Frank,Pierce,13,9,0,2,168,2015-05-20,Richmond Roustabouts,32,Mobile Misfits,30
James,Garfield,34,12,1,1,90,2015-05-27,Richmond Roustabouts,13,Boise Bearcats,35
James,Garfield,34,15,1,0,117,2015-06-03,Richmond Roustabouts,6,Modesto Misanthropes,24
Frank,Pierce,1,0,0,0,0,2015-06-03,Richmond Roustabouts,6,Modesto Misanthropes,24
James,Garfield,26,7,1,0,49,2015-06-10,Richmond Roustabouts,0,Fremont Firebugs,41
James,Garfield,26,7,1,1,53,2015-06-17,Richmond Roustabouts,25,Montgomery Music,21
Frank,Pierce,10,7,0,1,117,2015-06-17,Richmond Roustabouts,25,Montgomery Music,21
James,Garfield,27,7,1,0,43,2015-06-24,Richmond Roustabouts,7,Spokane Stallions,14
Dick,Nixon,27,14,0,1,157,2015-03-18,Yonkers Yellowjackets,8,Shreveport Seamen,24
Dick,Nixon,37,18,0,1,161,2015-03-25,Yonkers Yellowjackets,16,San Bernardino Stalkers,9
Dick,Nixon,27,14,0,2,143,2015-04-01,Yonkers Yellowjackets,22,Tacoma Touchdown-Scorers,41
Dick,Nixon,39,17,0,2,189,2015-04-08,Yonkers Yellowjackets,14,Glendale Centers,21
Dick,Nixon,27,11,0,1,91,2015-04-15,Yonkers Yellowjackets,12,Des Moines Desperadoes,14
Dick,Nixon,38,17,0,1,159,2015-04-22,Yonkers Yellowjackets,14,Augusta Autocrats,20
Dick,Nixon,32,17,0,2,139,2015-04-29,Yonkers Yellowjackets,23,Grand Rapids Gamers,9
Dick,Nixon,35,17,0,2,148,2015-05-06,Yonkers Yellowjackets,25,Huntington Beach Harriers,38
Dick,Nixon,27,13,0,2,133,2015-05-13,Yonkers Yellowjackets,22,Mobile Misfits,6
Teddy,Roosevelt,5,2,0,1,20,2015-05-13,Yonkers Yellowjackets,22,Mobile Misfits,6
Dick,Nixon,37,16,0,2,156,2015-05-20,Yonkers Yellowjackets,23,Boise Bearcats,38
Dick,Nixon,21,10,0,1,83,2015-05-27,Yonkers Yellowjackets,13,Modesto Misanthropes,37
Teddy,Roosevelt,6,2,0,0,23,2015-05-27,Yonkers Yellowjackets,13,Modesto Misanthropes,37
Dick,Nixon,25,10,0,0,92,2015-06-03,Yonkers Yellowjackets,4,Fremont Firebugs,3
Dick,Nixon,23,11,0,1,101,2015-06-10,Yonkers Yellowjackets,23,Montgomery Music,35
Teddy,Roosevelt,4,1,0,1,10,2015-06-10,Yonkers Yellowjackets,23,Montgomery Music,35
Dick,Nixon,26,14,0,1,151,2015-06-17,Yonkers Yellowjackets,10,Spokane Stallions,9
Teddy,Roosevelt,2,1,0,0,8,2015-06-17,Yonkers Yellowjackets,10,Spokane Stallions,9
Dick,Nixon,36,15,0,2,160,2015-06-24,Yonkers Yellowjackets,21,Richmond Roustabouts,24
Cal,Coolidge,39,13,1,1,74,2015-03-18,Shreveport Seamen,17,San Bernardino Stalkers,44
Cal,Coolidge,33,14,1,0,99,2015-03-25,Shreveport Seamen,12,Tacoma Touchdown-Scorers,20
Cal,Coolidge,23,8,1,0,59,2015-04-01,Shreveport Seamen,18,Glendale Centers,34
Big Bill,Taft,7,2,1,1,10,2015-04-01,Shreveport Seamen,18,Glendale Centers,34
Cal,Coolidge,18,7,1,1,53,2015-04-08,Shreveport Seamen,18,Des Moines Desperadoes,31
Big Bill,Taft,11,4,1,1,21,2015-04-08,Shreveport Seamen,18,Des Moines Desperadoes,31
Cal,Coolidge,19,7,1,1,51,2015-04-15,Shreveport Seamen,16,Augusta Autocrats,24
Big Bill,Taft,5,1,1,0,5,2015-04-15,Shreveport Seamen,16,Augusta Autocrats,24
Cal,Coolidge,37,11,1,1,72,2015-04-22,Shreveport Seamen,17,Grand Rapids Gamers,3
Cal,Coolidge,26,7,1,1,43,2015-04-29,Shreveport Seamen,8,Huntington Beach Harriers,41
Cal,Coolidge,30,13,1,0,86,2015-05-06,Shreveport Seamen,0,Mobile Misfits,34
Cal,Coolidge,27,9,1,1,53,2015-05-13,Shreveport Seamen,15,Boise Bearcats,30
Big Bill,Taft,9,2,1,0,11,2015-05-13,Shreveport Seamen,15,Boise Bearcats,30
Cal,Coolidge,26,8,1,1,45,2015-05-20,Shreveport Seamen,12,Modesto Misanthropes,14
Cal,Coolidge,26,12,1,0,96,2015-05-27,Shreveport Seamen,12,Fremont Firebugs,0
Cal,Coolidge,35,14,1,1,92,2015-06-03,Shreveport Seamen,8,Montgomery Music,27
Cal,Coolidge,30,14,1,1,87,2015-06-10,Shreveport Seamen,19,Spokane Stallions,10
Cal,Coolidge,31,14,1,0,107,2015-06-17,Shreveport Seamen,1,Richmond Roustabouts,37
Cal,Coolidge,23,9,1,1,63,2015-06-24,Shreveport Seamen,18,Yonkers Yellowjackets,35
Big Bill,Taft,4,1,1,0,4,2015-06-24,Shreveport Seamen,18,Yonkers Yellowjackets,35
Chet,Arthur,26,15,0,2,162,2015-03-18,San Bernardino Stalkers,14,Tacoma Touchdown-Scorers,24
Chet,Arthur,28,17,0,1,189,2015-03-25,San Bernardino Stalkers,10,Glendale Centers,31
Chet,Arthur,26,16,0,1,174,2015-04-01,San Bernardino Stalkers,10,Des Moines Desperadoes,21
Chet,Arthur,21,11,0,2,130,2015-04-08,San Bernardino Stalkers,14,Augusta Autocrats,6
Warren,Harding,11,5,1,0,39,2015-04-08,San Bernardino Stalkers,14,Augusta Autocrats,6
Chet,Arthur,36,20,0,3,265,2015-04-15,San Bernardino Stalkers,23,Grand Rapids Gamers,10
Chet,Arthur,36,24,0,2,264,2015-04-22,San Bernardino Stalkers,20,Huntington Beach Harriers,23
Chet,Arthur,27,19,0,3,198,2015-04-29,San Bernardino Stalkers,27,Mobile Misfits,28
Chet,Arthur,17,9,0,1,94,2015-05-06,San Bernardino Stalkers,13,Boise Bearcats,9
Warren,Harding,10,3,1,0,24,2015-05-06,San Bernardino Stalkers,13,Boise Bearcats,9
Chet,Arthur,27,18,0,2,234,2015-05-13,San Bernardino Stalkers,14,Modesto Misanthropes,13
Chet,Arthur,36,19,0,3,262,2015-05-20,San Bernardino Stalkers,23,Fremont Firebugs,27
Warren,Harding,2,0,1,0,0,2015-05-20,San Bernardino Stalkers,23,Fremont Firebugs,27
Chet,Arthur,30,19,0,3,247,2015-05-27,San Bernardino Stalkers,27,Montgomery Music,14
Chet,Arthur,27,17,0,3,218,2015-06-03,San Bernardino Stalkers,33,Spokane Stallions,35
Chet,Arthur,36,25,1,4,321,2015-06-10,San Bernardino Stalkers,29,Richmond Roustabouts,6
Chet,Arthur,39,26,0,3,284,2015-06-17,San Bernardino Stalkers,28,Yonkers Yellowjackets,37
Chet,Arthur,32,22,1,4,286,2015-06-24,San Bernardino Stalkers,31,Shreveport Seamen,14
Millard,Fillmore,34,14,0,1,164,2015-03-18,Tacoma Touchdown-Scorers,19,Glendale Centers,14
Millard,Fillmore,21,9,0,1,82,2015-03-25,Tacoma Touchdown-Scorers,24,Des Moines Desperadoes,24
Dutch,Reagan,3,1,0,1,10,2015-03-25,Tacoma Touchdown-Scorers,24,Des Moines Desperadoes,24
Millard,Fillmore,30,13,0,2,149,2015-04-01,Tacoma Touchdown-Scorers,17,Augusta Autocrats,20
Millard,Fillmore,37,22,0,1,194,2015-04-08,Tacoma Touchdown-Scorers,9,Grand Rapids Gamers,14
Millard,Fillmore,33,15,0,1,128,2015-04-15,Tacoma Touchdown-Scorers,16,Huntington Beach Harriers,27
Millard,Fillmore,19,11,0,0,116,2015-04-22,Tacoma Touchdown-Scorers,18,Mobile Misfits,27
Dutch,Reagan,9,5,0,1,55,2015-04-22,Tacoma Touchdown-Scorers,18,Mobile Misfits,27
Millard,Fillmore,25,11,0,1,129,2015-04-29,Tacoma Touchdown-Scorers,21,Boise Bearcats,14
Dutch,Reagan,3,1,0,1,11,2015-04-29,Tacoma Touchdown-Scorers,21,Boise Bearcats,14
Millard,Fillmore,25,11,0,1,131,2015-05-06,Tacoma Touchdown-Scorers,26,Modesto Misanthropes,23
Dutch,Reagan,4,2,0,1,19,2015-05-06,Tacoma Touchdown-Scorers,26,Modesto Misanthropes,23
Millard,Fillmore,26,15,0,1,134,2015-05-13,Tacoma Touchdown-Scorers,16,Fremont Firebugs,7
Millard,Fillmore,24,14,0,2,133,2015-05-20,Tacoma Touchdown-Scorers,20,Montgomery Music,31
Dutch,Reagan,10,5,0,0,53,2015-05-20,Tacoma Touchdown-Scorers,20,Montgomery Music,31
Millard,Fillmore,25,12,0,2,131,2015-05-27,Tacoma Touchdown-Scorers,21,Spokane Stallions,24
Dutch,Reagan,9,5,0,0,56,2015-05-27,Tacoma Touchdown-Scorers,21,Spokane Stallions,24
Millard,Fillmore,29,12,0,2,140,2015-06-03,Tacoma Touchdown-Scorers,27,Richmond Roustabouts,35
Dutch,Reagan,5,2,0,1,18,2015-06-03,Tacoma Touchdown-Scorers,27,Richmond Roustabouts,35
Millard,Fillmore,38,21,0,1,220,2015-06-10,Tacoma Touchdown-Scorers,13,Yonkers Yellowjackets,13
Millard,Fillmore,29,14,0,1,157,2015-06-17,Tacoma Touchdown-Scorers,7,Shreveport Seamen,14
Millard,Fillmore,32,18,0,1,192,2015-06-24,Tacoma Touchdown-Scorers,18,San Bernardino Stalkers,14
James,Monroe,39,28,1,5,365,2015-03-18,Glendale Centers,36,Des Moines Desperadoes,10
James,Monroe,16,11,0,1,161,2015-03-25,Glendale Centers,23,Augusta Autocrats,6
Jimmy,Carter,8,4,0,1,56,2015-03-25,Glendale Centers,23,Augusta Autocrats,6
James,Monroe,37,25,0,4,346,2015-04-01,Glendale Centers,34,Grand Rapids Gamers,13
James,Monroe,29,20,0,2,238,2015-04-08,Glendale Centers,17,Huntington Beach Harriers,10
James,Monroe,30,22,0,4,312,2015-04-15,Glendale Centers,42,Mobile Misfits,44
Jimmy,Carter,8,5,0,1,71,2015-04-15,Glendale Centers,42,Mobile Misfits,44
James,Monroe,30,19,0,4,275,2015-04-22,Glendale Centers,36,Boise Bearcats,9
James,Monroe,37,21,0,3,236,2015-04-29,Glendale Centers,26,Modesto Misanthropes,7
James,Monroe,30,21,0,4,326,2015-05-06,Glendale Centers,33,Fremont Firebugs,23
Jimmy,Carter,4,2,0,0,25,2015-05-06,Glendale Centers,33,Fremont Firebugs,23
James,Monroe,36,23,0,4,353,2015-05-13,Glendale Centers,33,Montgomery Music,41
James,Monroe,36,20,0,2,246,2015-05-20,Glendale Centers,25,Spokane Stallions,16
James,Monroe,31,18,0,4,286,2015-05-27,Glendale Centers,32,Richmond Roustabouts,20
James,Monroe,24,17,0,2,241,2015-06-03,Glendale Centers,26,Yonkers Yellowjackets,9
Jimmy,Carter,7,4,0,1,52,2015-06-03,Glendale Centers,26,Yonkers Yellowjackets,9
James,Monroe,36,26,0,4,319,2015-06-10,Glendale Centers,40,Shreveport Seamen,7
James,Monroe,37,22,0,3,347,2015-06-17,Glendale Centers,29,San Bernardino Stalkers,13
James,Monroe,34,22,0,3,257,2015-06-24,Glendale Centers,30,Tacoma Touchdown-Scorers,28
Harry,Truman,28,23,0,7,441,2015-03-18,Des Moines Desperadoes,56,Augusta Autocrats,9
Herbert,Hoover,10,3,1,1,21,2015-03-18,Des Moines Desperadoes,56,Augusta Autocrats,9
Harry,Truman,39,29,0,6,460,2015-03-25,Des Moines Desperadoes,54,Grand Rapids Gamers,3
Harry,Truman,34,27,0,6,436,2015-04-01,Des Moines Desperadoes,45,Huntington Beach Harriers,14
Harry,Truman,25,20,0,6,387,2015-04-08,Des Moines Desperadoes,50,Mobile Misfits,16
Herbert,Hoover,3,1,1,0,7,2015-04-08,Des Moines Desperadoes,50,Mobile Misfits,16
Harry,Truman,29,20,0,4,349,2015-04-15,Des Moines Desperadoes,36,Boise Bearcats,23
Herbert,Hoover,2,0,1,0,0,2015-04-15,Des Moines Desperadoes,36,Boise Bearcats,23
Harry,Truman,18,15,0,3,210,2015-04-22,Des Moines Desperadoes,35,Modesto Misanthropes,23
Herbert,Hoover,6,2,1,1,14,2015-04-22,Des Moines Desperadoes,35,Modesto Misanthropes,23
Harry,Truman,32,23,0,5,314,2015-04-29,Des Moines Desperadoes,46,Fremont Firebugs,30
Herbert,Hoover,1,0,1,0,0,2015-04-29,Des Moines Desperadoes,46,Fremont Firebugs,30
Harry,Truman,28,22,0,5,405,2015-05-06,Des Moines Desperadoes,37,Montgomery Music,31
Herbert,Hoover,4,1,1,0,8,2015-05-06,Des Moines Desperadoes,37,Montgomery Music,31
Harry,Truman,30,21,0,5,400,2015-05-13,Des Moines Desperadoes,43,Spokane Stallions,10
Herbert,Hoover,5,2,1,0,13,2015-05-13,Des Moines Desperadoes,43,Spokane Stallions,10
Harry,Truman,25,17,0,4,283,2015-05-20,Des Moines Desperadoes,39,Richmond Roustabouts,44
Harry,Truman,31,21,0,4,342,2015-05-27,Des Moines Desperadoes,37,Yonkers Yellowjackets,20
Herbert,Hoover,2,0,1,0,0,2015-05-27,Des Moines Desperadoes,37,Yonkers Yellowjackets,20
Harry,Truman,33,24,0,5,344,2015-06-03,Des Moines Desperadoes,43,Shreveport Seamen,30
Harry,Truman,35,23,0,4,318,2015-06-10,Des Moines Desperadoes,28,San Bernardino Stalkers,27
Harry,Truman,37,27,0,7,508,2015-06-17,Des Moines Desperadoes,49,Tacoma Touchdown-Scorers,3
Harry,Truman,39,30,0,8,519,2015-06-24,Des Moines Desperadoes,59,Glendale Centers,16
Martin,Van Buren,30,20,0,3,228,2015-03-18,Augusta Autocrats,30,Grand Rapids Gamers,6
Martin,Van Buren,25,13,0,1,173,2015-03-25,Augusta Autocrats,9,Huntington Beach Harriers,9
Martin,Van Buren,29,19,0,3,197,2015-04-01,Augusta Autocrats,33,Mobile Misfits,31
Martin,Van Buren,37,23,1,4,311,2015-04-08,Augusta Autocrats,30,Boise Bearcats,16
Martin,Van Buren,17,8,0,2,111,2015-04-15,Augusta Autocrats,29,Modesto Misanthropes,37
Tom,Jefferson,8,6,0,1,103,2015-04-15,Augusta Autocrats,29,Modesto Misanthropes,37
Martin,Van Buren,26,16,0,3,233,2015-04-22,Augusta Autocrats,21,Fremont Firebugs,6
Martin,Van Buren,38,26,1,4,316,2015-04-29,Augusta Autocrats,28,Montgomery Music,20
Martin,Van Buren,27,18,0,3,260,2015-05-06,Augusta Autocrats,23,Spokane Stallions,20
Martin,Van Buren,31,16,0,1,172,2015-05-13,Augusta Autocrats,18,Richmond Roustabouts,10
Martin,Van Buren,28,17,0,2,214,2015-05-20,Augusta Autocrats,33,Yonkers Yellowjackets,31
Tom,Jefferson,5,3,0,1,54,2015-05-20,Augusta Autocrats,33,Yonkers Yellowjackets,31
Martin,Van Buren,18,10,0,1,118,2015-05-27,Augusta Autocrats,20,Shreveport Seamen,30
Tom,Jefferson,10,8,0,1,112,2015-05-27,Augusta Autocrats,20,Shreveport Seamen,30
Martin,Van Buren,31,18,0,3,217,2015-06-03,Augusta Autocrats,21,San Bernardino Stalkers,34
Martin,Van Buren,31,17,0,3,198,2015-06-10,Augusta Autocrats,26,Tacoma Touchdown-Scorers,3
Martin,Van Buren,34,23,0,3,276,2015-06-17,Augusta Autocrats,30,Glendale Centers,31
Martin,Van Buren,27,18,0,3,195,2015-06-24,Augusta Autocrats,23,Des Moines Desperadoes,41
Andrew,Johnson,36,26,0,4,388,2015-03-18,Grand Rapids Gamers,39,Huntington Beach Harriers,14
Andrew,Johnson,30,22,0,3,336,2015-03-25,Grand Rapids Gamers,33,Mobile Misfits,17
Andrew,Johnson,28,20,0,3,230,2015-04-01,Grand Rapids Gamers,25,Boise Bearcats,23
Andrew,Johnson,26,18,0,4,281,2015-04-08,Grand Rapids Gamers,37,Modesto Misanthropes,35
Ike,Eisenhower,12,5,0,0,58,2015-04-08,Grand Rapids Gamers,37,Modesto Misanthropes,35
Andrew,Johnson,25,15,0,3,210,2015-04-15,Grand Rapids Gamers,29,Fremont Firebugs,41
Ike,Eisenhower,6,2,0,1,18,2015-04-15,Grand Rapids Gamers,29,Fremont Firebugs,41
Andrew,Johnson,32,20,0,2,259,2015-04-22,Grand Rapids Gamers,18,Montgomery Music,31
Ike,Eisenhower,1,0,0,0,0,2015-04-22,Grand Rapids Gamers,18,Montgomery Music,31
Andrew,Johnson,36,24,0,4,352,2015-04-29,Grand Rapids Gamers,29,Spokane Stallions,7
Andrew,Johnson,24,15,0,1,172,2015-05-06,Grand Rapids Gamers,19,Richmond Roustabouts,14
Ike,Eisenhower,12,6,0,1,62,2015-05-06,Grand Rapids Gamers,19,Richmond Roustabouts,14
Andrew,Johnson,33,18,0,2,249,2015-05-13,Grand Rapids Gamers,15,Yonkers Yellowjackets,35
Ike,Eisenhower,3,1,0,0,8,2015-05-13,Grand Rapids Gamers,15,Yonkers Yellowjackets,35
Andrew,Johnson,24,17,0,3,192,2015-05-20,Grand Rapids Gamers,39,Shreveport Seamen,6
Ike,Eisenhower,4,1,0,1,10,2015-05-20,Grand Rapids Gamers,39,Shreveport Seamen,6
Andrew,Johnson,24,14,0,1,160,2015-05-27,Grand Rapids Gamers,23,San Bernardino Stalkers,31
Ike,Eisenhower,5,2,0,1,23,2015-05-27,Grand Rapids Gamers,23,San Bernardino Stalkers,31
Andrew,Johnson,22,13,0,3,185,2015-06-03,Grand Rapids Gamers,33,Tacoma Touchdown-Scorers,41
Ike,Eisenhower,7,4,0,1,44,2015-06-03,Grand Rapids Gamers,33,Tacoma Touchdown-Scorers,41
Andrew,Johnson,32,18,0,4,271,2015-06-10,Grand Rapids Gamers,37,Glendale Centers,14
Andrew,Johnson,21,13,0,2,196,2015-06-17,Grand Rapids Gamers,14,Des Moines Desperadoes,14
Ike,Eisenhower,6,3,0,0,32,2015-06-17,Grand Rapids Gamers,14,Des Moines Desperadoes,14
Andrew,Johnson,36,22,0,2,251,2015-06-24,Grand Rapids Gamers,19,Augusta Autocrats,20
John,Tyler,22,9,1,1,44,2015-03-18,Huntington Beach Harriers,19,Mobile Misfits,14
William,Harrison,3,2,0,1,28,2015-03-18,Huntington Beach Harriers,19,Mobile Misfits,14
John,Tyler,26,11,1,0,68,2015-03-25,Huntington Beach Harriers,6,Boise Bearcats,10
John,Tyler,34,8,1,1,43,2015-04-01,Huntington Beach Harriers,16,Modesto Misanthropes,44
John,Tyler,27,10,1,1,51,2015-04-08,Huntington Beach Harriers,15,Fremont Firebugs,7
John,Tyler,36,8,1,1,42,2015-04-15,Huntington Beach Harriers,17,Montgomery Music,20
John,Tyler,35,12,1,1,70,2015-04-22,Huntington Beach Harriers,18,Spokane Stallions,30
John,Tyler,39,10,1,1,58,2015-04-29,Huntington Beach Harriers,12,Richmond Roustabouts,16
John,Tyler,38,9,1,1,45,2015-05-06,Huntington Beach Harriers,10,Yonkers Yellowjackets,13
John,Tyler,30,10,1,0,57,2015-05-13,Huntington Beach Harriers,11,Shreveport Seamen,13
John,Tyler,37,12,1,1,63,2015-05-20,Huntington Beach Harriers,17,San Bernardino Stalkers,23
John,Tyler,21,7,1,1,42,2015-05-27,Huntington Beach Harriers,26,Tacoma Touchdown-Scorers,28
William,Harrison,13,11,0,2,191,2015-05-27,Huntington Beach Harriers,26,Tacoma Touchdown-Scorers,28
John,Tyler,30,9,1,1,49,2015-06-03,Huntington Beach Harriers,12,Glendale Centers,34
John,Tyler,21,5,1,1,26,2015-06-10,Huntington Beach Harriers,24,Des Moines Desperadoes,31
William,Harrison,6,5,0,2,92,2015-06-10,Huntington Beach Harriers,24,Des Moines Desperadoes,31
John,Tyler,36,10,1,0,66,2015-06-17,Huntington Beach Harriers,11,Augusta Autocrats,14
John,Tyler,29,8,1,1,38,2015-06-24,Huntington Beach Harriers,19,Grand Rapids Gamers,21
William,Harrison,6,4,0,1,61,2015-06-24,Huntington Beach Harriers,19,Grand Rapids Gamers,21
Quinn,Adams,36,25,0,3,360,2015-03-18,Mobile Misfits,29,Boise Bearcats,20
Quinn,Adams,32,17,0,1,193,2015-03-25,Mobile Misfits,16,Modesto Misanthropes,17
Quinn,Adams,29,18,0,3,221,2015-04-01,Mobile Misfits,33,Fremont Firebugs,23
George,Bush,6,1,1,1,6,2015-04-01,Mobile Misfits,33,Fremont Firebugs,23
Quinn,Adams,28,17,0,3,241,2015-04-08,Mobile Misfits,21,Montgomery Music,3
Quinn,Adams,38,21,0,3,248,2015-04-15,Mobile Misfits,23,Spokane Stallions,31
Quinn,Adams,25,13,0,1,134,2015-04-22,Mobile Misfits,16,Richmond Roustabouts,10
George,Bush,2,0,1,0,0,2015-04-22,Mobile Misfits,16,Richmond Roustabouts,10
Quinn,Adams,34,21,0,3,248,2015-04-29,Mobile Misfits,29,Yonkers Yellowjackets,35
Quinn,Adams,19,11,0,1,134,2015-05-06,Mobile Misfits,16,Shreveport Seamen,14
George,Bush,9,2,1,0,15,2015-05-06,Mobile Misfits,16,Shreveport Seamen,14
Quinn,Adams,24,16,0,3,197,2015-05-13,Mobile Misfits,22,San Bernardino Stalkers,0
George,Bush,2,0,1,0,0,2015-05-13,Mobile Misfits,22,San Bernardino Stalkers,0
Quinn,Adams,26,14,0,2,179,2015-05-20,Mobile Misfits,21,Tacoma Touchdown-Scorers,13
George,Bush,3,1,1,1,6,2015-05-20,Mobile Misfits,21,Tacoma Touchdown-Scorers,13
Quinn,Adams,19,10,0,2,136,2015-05-27,Mobile Misfits,25,Glendale Centers,6
George,Bush,6,2,1,1,12,2015-05-27,Mobile Misfits,25,Glendale Centers,6
Quinn,Adams,19,12,0,2,146,2015-06-03,Mobile Misfits,21,Des Moines Desperadoes,28
George,Bush,12,5,1,1,32,2015-06-03,Mobile Misfits,21,Des Moines Desperadoes,28
Quinn,Adams,19,11,0,1,143,2015-06-10,Mobile Misfits,17,Augusta Autocrats,27
George,Bush,9,3,1,0,20,2015-06-10,Mobile Misfits,17,Augusta Autocrats,27
Quinn,Adams,21,13,0,2,170,2015-06-17,Mobile Misfits,27,Grand Rapids Gamers,0
George,Bush,5,1,1,1,6,2015-06-17,Mobile Misfits,27,Grand Rapids Gamers,0
Quinn,Adams,18,11,0,2,155,2015-06-24,Mobile Misfits,25,Huntington Beach Harriers,3
George,Bush,9,3,1,1,21,2015-06-24,Mobile Misfits,25,Huntington Beach Harriers,3
Tom,Wilson,26,18,0,3,245,2016-03-16,Boise Bearcats,29,Modesto Misanthropes,23
Tom,Wilson,38,21,0,4,313,2016-03-23,Boise Bearcats,29,Fremont Firebugs,38
Tom,Wilson,33,19,0,4,272,2016-03-30,Boise Bearcats,35,Montgomery Music,37
Tom,Wilson,18,11,0,3,174,2016-04-06,Boise Bearcats,37,Spokane Stallions,6
William,McKinley,8,6,0,2,86,2016-04-06,Boise Bearcats,37,Spokane Stallions,6
Tom,Wilson,27,20,0,3,267,2016-04-13,Boise Bearcats,33,Richmond Roustabouts,14
William,McKinley,3,2,0,0,32,2016-04-13,Boise Bearcats,33,Richmond Roustabouts,14
Tom,Wilson,31,20,0,3,295,2016-04-20,Boise Bearcats,21,Yonkers Yellowjackets,9
